,budget,company,country,director,genre,gross,name,rating,star,year
3722,500000,Solaris,USA,Alex Smith,Drama,13134,The Slaughter Rule,R,Ryan Gosling,2002
3723,17500000,United Artists,USA,Matt Dillon,Crime,43061,City of Ghosts,R,Matt Dillon,2002
3726,4000000,Sogepaq,Spain,Fernando LeÛn de Aranoa,Comedy,146402,Mondays in the Sun,R,Javier Bardem,2002
3728,11000000,Cartoon Network Studios,USA,Craig McCracken,Animation,11411644,The Powerpuff Girls Movie,PG,Cathy Cavadini,2002
3730,25000000,Paramount Pictures,USA,Cathy Malkasian,Animation,40108697,The Wild Thornberrys Movie,PG,Tim Curry,2002
3731,12000000,Gaylord Films,USA,Anthony Russo,Comedy,333976,Welcome to Collinwood,R,George Clooney,2002
3733,15600000,Morgan Creek Productions,USA,Jesse Vaughan,Comedy,13571817,Juwanna Mann,PG-13,Miguel A. N˙Òez Jr.,2002
3734,3500000,Arenas Entertainment,USA,Franc. Reyes,Crime,17504595,Empire,R,John Leguizamo,2002
3736,250000,Cherry Sky Films,USA,Justin Lin,Crime,3802390,Better Luck Tomorrow,R,Parry Shen,2002
3737,3000000,Paramount Pictures,USA,Tuck Tucker,Animation,13684949,Hey Arnold! The Movie,PG,Spencer Klein,2002
3738,11000000,AAMPI Inc.,Hungary,Menno Meyjes,Drama,527019,Max,R,John Cusack,2002
3740,6000000,Wiseau-Films,USA,Tommy Wiseau,Drama,1800,The Room,R,Tommy Wiseau,2003
3741,140000000,Walt Disney Pictures,USA,Gore Verbinski,Action,305413918,Pirates of the Caribbean: The Curse of the Black Pearl,PG-13,Johnny Depp,2003
3742,30000000,Miramax,USA,Quentin Tarantino,Action,70099045,Kill Bill: Vol. 1,R,Uma Thurman,2003
3743,94000000,New Line Cinema,USA,Peter Jackson,Adventure,377845905,The Lord of the Rings: The Return of the King,PG-13,Elijah Wood,2003
3744,40000000,Universal Pictures,UK,Richard Curtis,Comedy,59696144,Love Actually,R,Hugh Grant,2003
3745,3000000,Egg Films,South Korea,Chan-wook Park,Action,707481,Oldboy: Cinco dÌas para vengarse,R,Min-sik Choi,2003
3746,17000000,United Artists,USA,Victor Salva,Horror,35667218,Jeepers Creepers II,R,Jonathan Breck,2003
3747,25000000,Warner Bros.,USA,Clint Eastwood,Crime,90135191,Mystic River,R,Sean Penn,2003
3749,137000000,Universal Pictures,USA,Ang Lee,Action,132177234,Hulk,PG-13,Eric Bana,2003
3750,94000000,Pixar Animation Studios,USA,Andrew Stanton,Animation,380843261,Finding Nemo,G,Albert Brooks,2003
3751,4000000,Focus Features,USA,Sofia Coppola,Drama,44585453,Lost in Translation,R,Bill Murray,2003
3752,9200000,New Line Cinema,USA,Marcus Nispel,Horror,80571655,The Texas Chainsaw Massacre,R,Jessica Biel,2003
3753,1500000,Fox Searchlight Pictures,USA,Catherine Hardwicke,Drama,4599680,Thirteen,R,Evan Rachel Wood,2003
3754,4500000,Media 8 Entertainment,Germany,Patty Jenkins,Biography,34469210,Monster: Asesina en serie,R,Charlize Theron,2003
3755,12600000,Summit Entertainment,USA,Rob Schmidt,Horror,15417771,Wrong Turn,R,Eliza Dushku,2003
3756,40000000,Twentieth Century Fox Film Corporation,USA,Shawn Levy,Comedy,138614544,Cheaper by the Dozen,PG,Steve Martin,2003
3757,150000000,Warner Bros.,USA,Lana Wachowski,Action,281492479,The Matrix Reloaded,R,Keanu Reeves,2003
3758,20000000,Walt Disney Pictures,USA,Andrew Davis,Adventure,67406573,Holes,PG,Shia LaBeouf,2003
3759,22000000,Lakeshore Entertainment,USA,Len Wiseman,Action,51970690,Underworld,R,Kate Beckinsale,2003
3760,70000000,Columbia Pictures Corporation,USA,Tim Burton,Adventure,66257002,Big Fish,PG-13,Ewan McGregor,2003
3761,78000000,Marvel Enterprises,USA,Mark Steven Johnson,Action,431881,Daredevil,PG-13,Ben Affleck,2003
3762,140000000,Warner Bros.,USA,Edward Zwick,Action,111110575,The Last Samurai,R,Tom Cruise,2003
3763,35000000,Paramount Pictures,USA,Richard Linklater,Comedy,81261177,School of Rock,PG-13,Jack Black,2003
3764,200000000,C-2 Pictures,USA,Jonathan Mostow,Action,150371112,Terminator 3: Rise of the Machines,R,Arnold Schwarzenegger,2003
3765,60000000,Paramount Pictures,USA,F. Gary Gray,Action,106128601,The Italian Job,PG-13,Donald Sutherland,2003
3766,30000000,Columbia Pictures Corporation,USA,James Mangold,Mystery,52159536,Identity,R,John Cusack,2003
3767,30000000,New Line Cinema,USA,Ronny Yu,Action,82622655,Freddy vs. Jason,R,Robert Englund,2003
3768,24000000,DreamWorks,USA,Todd Phillips,Comedy,75585093,Old School,R,Luke Wilson,2003
3769,76000000,Universal Pictures,USA,John Singleton,Action,127154901,2 Fast 2 Furious,PG-13,Paul Walker,2003
3770,150000000,Warner Bros.,Australia,Lana Wachowski,Action,139313948,Matrix Revolutions,R,Keanu Reeves,2003
3772,78000000,Angry Films,USA,Stephen Norrington,Action,66465204,The League of Extraordinary Gentlemen,PG-13,Sean Connery,2003
3773,100000000,Universal Pictures,UK,P.J. Hogan,Adventure,48462608,Peter Pan,PG,Jeremy Sumpter,2003
3774,7000000,Spectacle Entertainment Group,USA,Rob Zombie,Horror,12634962,House of 1000 Corpses,R,Sid Haig,2003
3775,68000000,Castle Rock Entertainment,USA,Lawrence Kasdan,Drama,33715436,Dreamcatcher,R,Morgan Freeman,2003
3776,95000000,Paramount Pictures,USA,Jan de Bont,Action,65660196,Lara Croft Tomb Raider: The Cradle of Life,PG-13,Angelina Jolie,2003
3777,79000000,Miramax,UK,Anthony Minghella,Adventure,95636509,Cold Mountain,R,Jude Law,2003
3778,81000000,Spyglass Entertainment,USA,Tom Shadyac,Comedy,242829261,Bruce Almighty,PG-13,Jim Carrey,2003
3779,110000000,Twentieth Century Fox Film Corporation,Canada,Bryan Singer,Action,214949694,X-Men 2,PG-13,Patrick Stewart,2003
3780,150000000,Twentieth Century Fox Film Corporation,USA,Peter Weir,Action,93927920,Master and Commander: The Far Side of the World,PG-13,Russell Crowe,2003
3781,22000000,Touchstone Pictures,USA,Kevin Costner,Drama,58331254,Open Range,R,Kevin Costner,2003
3782,85000000,Columbia Pictures Corporation,USA,Peter Berg,Action,47726342,The Rundown,PG-13,Dwayne Johnson,2003
3783,33000000,New Line Cinema,USA,Jon Favreau,Comedy,173398518,Elf,PG,Will Ferrell,2003
3784,50000000,Lynda Obst Productions,USA,Donald Petrie,Comedy,105813373,How to Lose a Guy in 10 Days,PG-13,Kate Hudson,2003
3785,109000000,Universal Pictures,USA,Bo Welch,Adventure,101149285,The Cat in the Hat,PG,Mike Myers,2003
3786,26000000,Casual Friday Productions,USA,Mark Waters,Comedy,110230332,Freaky Friday,PG,Jamie Lee Curtis,2003
3787,120000000,Columbia Pictures Corporation,USA,McG,Action,100830111,Charlie's Angels: Full Throttle,PG-13,Drew Barrymore,2003
3789,130000000,Columbia Pictures Corporation,USA,Michael Bay,Action,138608444,Bad Boys II,R,Will Smith,2003
3790,55000000,Universal Pictures,USA,Jesse Dylan,Comedy,104565114,American Wedding,R,Jason Biggs,2003
3791,30000000,New Line Cinema,USA,Tim McCanlies,Comedy,41407470,Secondhand Lions,PG,Haley Joel Osment,2003
3792,26000000,New Line Cinema,USA,David R. Ellis,Horror,46961214,Final Destination 2,R,A.J. Cook,2003
3793,20000000,This Is That Productions,USA,Alejandro Gonz·lez IÒ·rritu,Crime,16248701,21 Grams,R,Sean Penn,2003
3794,50000000,Universal Pictures,USA,Alan Parker,Crime,19593740,The Life of David Gale,R,Kevin Spacey,2003
3795,2800000,CJ Entertainment,South Korea,Joon-ho Bong,Crime,14131,Memories of Murder,NOT RATED,Kang-ho Song,2003
3796,15000000,DreamWorks,USA,Vadim Perelman,Drama,13005485,House of Sand and Fog,R,Jennifer Connelly,2003
3797,17000000,Walt Disney Pictures,USA,Jim Fall,Adventure,42672630,The Lizzie McGuire Movie,PG,Hilary Duff,2003
3798,29000000,Columbia Pictures Corporation,USA,Robert Rodriguez,Action,56359780,Once Upon a Time in Mexico,R,Antonio Banderas,2003
3799,60000000,Paramount Pictures,USA,Jon Amiel,Action,31186896,The Core,PG-13,Aaron Eckhart,2003
3800,48000000,Dimension Films,USA,David Zucker,Comedy,110003217,Scary Movie 3,PG-13,Anna Faris,2003
3801,65000000,Revolution Studios,USA,Mike Newell,Drama,63860942,Mona Lisa Smile,PG-13,Julia Roberts,2003
3802,10000000,Gray Daisy Films,USA,Vincent Gallo,Drama,365734,The Brown Bunny,NOT RATED,Vincent Gallo,2003
3803,75000000,Revolution Studios,USA,Peter Segal,Comedy,135645823,Anger Management,PG-13,Jack Nicholson,2003
3804,35000000,Fox 2000 Pictures,USA,Peyton Reed,Comedy,20298207,Down with Love,PG-13,Ewan McGregor,2003
3805,30000000,Miramax,Germany,Robert Benton,Drama,5381227,The Human Stain,R,Anthony Hopkins,2003
3806,120000,Plunge Pictures LLC,USA,Chris Kentis,Adventure,30610863,Open Water,R,Blanchard Ryan,2003
3808,18000000,Touchstone Pictures,USA,Audrey Wells,Comedy,43610723,Under the Tuscan Sun,PG-13,Diane Lane,2003
3809,70000000,Cheyenne Enterprises,USA,Antoine Fuqua,Action,43734876,Tears of the Sun,R,Bruce Willis,2003
3810,75000000,Revolution Studios,USA,Ron Shelton,Action,30013346,Hollywood Homicide,PG-13,Harrison Ford,2003
3811,38000000,Dimension Films,USA,Robert Rodriguez,Action,111761982,Spy Kids 3: Game Over,PG,Daryl Sabara,2003
3812,60000000,DreamWorks,USA,Patrick Gilmore,Animation,26483452,Sinbad: Legend of the Seven Seas,PG,Brad Pitt,2003
3813,20000000,Warner Bros.,USA,Dennie Gordon,Comedy,35990505,What a Girl Wants,PG,Amanda Bynes,2003
3814,60000000,Revolution Studios,USA,Ron Howard,Adventure,26900336,The Missing,R,Tommy Lee Jones,2003
3815,80000000,Columbia Pictures Corporation,USA,Nancy Meyers,Comedy,124728738,Something's Gotta Give,PG-13,Jack Nicholson,2003
3816,40000000,Columbia Pictures Corporation,USA,Mathieu Kassovitz,Horror,59694580,Gothika,R,Halle Berry,2003
3817,80000000,Columbia Pictures Corporation,USA,Clark Johnson,Action,116934650,S.W.A.T.,PG-13,Samuel L. Jackson,2003
3818,35000000,Universal Pictures,UK,Peter Howitt,Action,28082366,Johnny English,PG,Rowan Atkinson,2003
3819,26000000,Metro-Goldwyn-Mayer (MGM),USA,Harald Zwart,Action,47811138,Agent Cody Banks,PG,Frankie Muniz,2003
3820,90000000,Walt Disney Pictures,USA,Rob Minkoff,Comedy,75847266,The Haunted Mansion,PG,Eddie Murphy,2003
3821,50000000,Phoenix Pictures,Germany,John McTiernan,Action,26536120,B·sico y letal,R,John Travolta,2003
3822,23000000,Columbia Pictures Corporation,USA,Terry Zwigoff,Comedy,60060328,Bad Santa,R,Billy Bob Thornton,2003
3823,30000000,Miramax,USA,Bruno Barreto,Comedy,15589458,View from the Top,PG-13,Gwyneth Paltrow,2003
3824,60000000,Paramount Pictures,USA,John Woo,Action,53790451,Paycheck,PG-13,Ben Affleck,2003
3826,62000000,Warner Bros.,USA,Ridley Scott,Comedy,36906460,Matchstick Men,PG-13,Nicolas Cage,2003
3827,60000000,Revolution Studios,USA,Steve Carr,Comedy,104297061,Daddy Day Care,PG,Eddie Murphy,2003
3828,46000000,Touchstone Pictures,USA,Roger Donaldson,Action,52802140,The Recruit,PG-13,Al Pacino,2003
3829,3000000,HBO Films,USA,Gus Van Sant,Crime,1227000,Elephant,R,Elias McConnell,2003
3830,128000000,Walt Disney Feature Animation Florida,USA,Aaron Blaise,Animation,85336277,Tierra de osos,G,Joaquin Phoenix,2003
3832,36000000,"""DIA"" Productions GmbH & Co. KG",USA,F. Gary Gray,Action,26183197,A Man Apart,R,Vin Diesel,2003
3833,16000000,Warner Bros.,USA,John Whitesell,Comedy,34308901,Malibu's Most Wanted,PG-13,Jamie Kennedy,2003
3834,33000000,Touchstone Pictures,USA,Adam Shankman,Comedy,132716677,Bringing Down the House,PG-13,Steve Martin,2003
3835,35000000,Mandalay Pictures,Germany,Martin Campbell,Adventure,4426297,M·s all· de las fronteras,R,Clive Owen,2003
3836,80000000,Paramount Pictures,USA,Richard Donner,Action,19481943,Timeline,PG-13,Paul Walker,2003
3838,80000000,Warner Bros.,Germany,Joe Dante,Animation,20991364,Looney Tunes: Back in Action,PG,Brendan Fraser,2003
3839,50000000,Metro-Goldwyn-Mayer (MGM),USA,Carl Franklin,Action,40905277,Out of Time,PG-13,Denzel Washington,2003
3840,5000000,Lions Gate Films,Canada,James Cox,Crime,1056102,Wonderland,R,Val Kilmer,2003
3841,60000000,Regency Enterprises,USA,Gary Fleder,Drama,49443628,Runaway Jury,PG-13,John Cusack,2003
3842,55000000,Twentieth Century Fox Film Corporation,USA,Bobby Farrelly,Comedy,33832741,Stuck on You,PG-13,Matt Damon,2003
3843,60000000,Castle Rock Entertainment,USA,David McNally,Action,66934963,Kangaroo Jack,PG,Anthony Anderson,2003
3844,60000000,Universal Pictures,USA,Joel Coen,Comedy,35327628,Intolerable Cruelty,PG-13,George Clooney,2003
3845,11000000,Revolution Studios,USA,Jonathan Liebesman,Horror,32551396,Darkness Falls,PG-13,Chaney Kley,2003
3846,18000000,Universal Pictures,USA,Bille Woodruff,Drama,30222640,Honey,PG-13,Jessica Alba,2003
3848,54000000,Revolution Studios,USA,Martin Brest,Comedy,6068735,Gigli,R,Ben Affleck,2003
3849,12000000,Pathe Productions,UK,Jane Campion,Mystery,4750602,In the Cut,R,Meg Ryan,2003
3850,38000000,Twentieth Century Fox Film Corporation,USA,Brian Helgeland,Horror,7659747,The Order,R,Heath Ledger,2003
3851,55000000,Lakeshore Entertainment,USA,William Friedkin,Action,34238611,The Hunted,R,Tommy Lee Jones,2003
3852,19000000,New Line Cinema,USA,Troy Miller,Comedy,26276465,Dumb and Dumberer: When Harry Met Lloyd,PG-13,Derek Richardson,2003
3853,18000000,Twentieth Century Fox Film Corporation,USA,Shawn Levy,Comedy,56127162,Just Married,PG-13,Ashton Kutcher,2003
3854,50000000,Touchstone Pictures,USA,David Dobkin,Action,60476872,Shanghai Knights,PG-13,Jackie Chan,2003
3855,45000000,Metro-Goldwyn-Mayer (MGM),USA,Charles Herman-Wurmfeld,Comedy,90186328,"Legally Blonde 2: Red, White & Blonde",PG-13,Reese Witherspoon,2003
3856,87000000,Universal Pictures,USA,Gary Ross,Drama,120277854,Seabiscuit,PG-13,Tobey Maguire,2003
3857,20000000,Metro-Goldwyn-Mayer (MGM),USA,Boaz Yakin,Comedy,36922190,Uptown Girls,PG-13,Brittany Murphy,2003
3861,500000,SenArt Films,USA,Tom McCarthy,Comedy,5739376,The Station Agent,R,Peter Dinklage,2003
3862,7000000,Boll Kino Beteiligungs GmbH & Co. KG,Germany,Uwe Boll,Action,10249719,House of the Dead,R,Jonathan Cherry,2003
3863,30000000,Warner Bros.,USA,Andrzej Bartkowiak,Action,34604054,Cradle 2 the Grave,R,Jet Li,2003
3866,35000000,Revolution Studios,USA,Michael Tollin,Biography,52277485,Radio,PG,Cuba Gooding Jr.,2003
3868,41000000,Emperor Multimedia Group (EMG),Hong Kong,Gordon Chan,Action,22108977,The Medallion,PG-13,Jackie Chan,2003
3870,56000000,Turner Pictures (I),USA,Ron Maxwell,Biography,12870569,Gods and Generals,PG-13,Stephen Lang,2003
3872,6000000,Lions Gate Films,USA,Billy Ray,Drama,2220008,Shattered Glass,PG-13,Hayden Christensen,2003
3873,20000000,Metro-Goldwyn-Mayer (MGM),USA,Chris Koch,Comedy,15408822,A Guy Thing,PG-13,Jason Lee,2003
3875,22000000,New Line Cinema,Canada,Glen Morgan,Drama,6886089,Willard,PG-13,Crispin Glover,2003
3878,12000000,19 Entertainment,USA,Robert Iscove,Comedy,4922166,From Justin to Kelly,PG,Kelly Clarkson,2003
3879,5000000,World of Wonder,USA,Fenton Bailey,Biography,728253,Party Monster,R,Macaulay Culkin,2003
3880,18000000,DreamWorks,USA,Woody Allen,Comedy,3203044,Anything Else,R,Woody Allen,2003
3881,52000000,Metro-Goldwyn-Mayer (MGM),USA,Paul Hunter,Action,23020488,Bulletproof Monk,PG-13,Yun-Fat Chow,2003
3885,40000000,Franchise Pictures,USA,Andrew Fleming,Action,20440627,The In-Laws,PG-13,Albert Brooks,2003
3886,25000000,Klasky-Csupo,USA,John Eng,Animation,39399750,Rugrats Go Wild,PG,Jodi Carlisle,2003
3887,35200000,DreamWorks,USA,Chris Rock,Comedy,37788228,Head of State,PG-13,Chris Rock,2003
3888,9500000,Les Armateurs,France,Sylvain Chomet,Animation,7002255,The Triplets of Belleville,PG-13,MichËle Caucheteux,2003
3889,17000000,Paramount Pictures,USA,Sam Weisman,Comedy,22734486,Dickie Roberts: Former Child Star,PG-13,David Spade,2003
3891,2500000,Jasmine Productions Inc.,USA,David Gordon Green,Drama,548712,All the Real Girls,R,Zooey Deschanel,2003
3892,40000000,Miramax,Germany,Danny DeVito,Comedy,9692135,Duplex,PG-13,Ben Stiller,2003
3893,780000,Go Films,USA,Ryan Little,Action,1310470,Saints and Soldiers,PG-13,Corbin Allred,2003
3895,10000000,Touchstone Pictures,UK,Nigel Cole,Comedy,31041759,Calendar Girls,PG-13,Helen Mirren,2003
3896,8000000,British Broadcasting Corporation (BBC),UK,Tim Fywell,Drama,1174139,I Capture the Castle,R,Romola Garai,2003
3899,15000000,Lions Gate Films,USA,James Foley,Crime,12212417,Confidence,R,Edward Burns,2003
3900,3200000,ContentFilm,USA,Wayne Kramer,Crime,8243880,The Cooler,R,William H. Macy,2003
3906,17000000,Touchstone Pictures,Ireland,Joel Schumacher,Biography,1571504,Veronica Guerin,R,Cate Blanchett,2003
3907,4000000,Mepris Films,USA,Neil LaBute,Comedy,732241,The Shape of Things,R,Paul Rudd,2003
3909,300000,United Artists,USA,Peter Hedges,Comedy,2528664,Pieces of April,PG-13,Katie Holmes,2003
3910,850000,Funny Boy Films,USA,C. Jay Cox,Comedy,819939,Latter Days,R,Wes Ramsey,2003
3912,14000000,Dimension Films,USA,David Zucker,Comedy,15550605,My Boss's Daughter,PG-13,Ashton Kutcher,2003
3913,16000000,Focus Features,USA,Clare Kilner,Comedy,14108518,How to Deal,PG-13,Mandy Moore,2003
3916,20000000,Disney Television Animation,USA,Steve Trenbirth,Animation,47887943,The Jungle Book 2,G,John Goodman,2003
3918,8000000,Icon Productions,USA,Keith Gordon,Comedy,336456,The Singing Detective,R,Robert Downey Jr.,2003
3920,17000000,Metro-Goldwyn-Mayer (MGM),USA,John Hoffman,Comedy,37566230,Good Boy!,PG,Liam Aiken,2003
3924,15000000,Paramount Pictures,USA,Jonathan Lynn,Comedy,30238577,The Fighting Temptations,PG-13,Cuba Gooding Jr.,2003
3928,5000000,Brown Sauce Film Productions,Ireland,John Crowley,Comedy,896993,Intermission,R,Cillian Murphy,2003
3929,7500000,British Broadcasting Corporation (BBC),UK,Michael Winterbottom,Drama,197148,Code 46,R,Tim Robbins,2003
3933,6800000,Cobalt Media Group,USA,Damian Nieman,Crime,33225,Shade,R,Joe Nicolo,2003
3936,15000000,Sony Pictures Classics,Germany,Robert Altman,Drama,2281585,The Company,PG-13,Neve Campbell,2003
3940,30000000,Epsilon Motion Pictures,USA,Rob Reiner,Comedy,14208384,Alex & Emma,PG-13,Luke Wilson,2003
3941,5740000,Australian Film Finance Corporation (AFFC),Australia,Sue Brooks,Drama,647054,Japanese Story,R,Toni Collette,2003
3942,15000000,ApolloProMedia GmbH & Co. 1. Filmproduktion KG (I),Canada,Bronwen Hughes,Action,19067,Stander,R,Thomas Jane,2003
3943,10000000,Alliance Atlantis Communications,Canada,Richard Kwietniowski,Crime,1011054,Owning Mahowny,R,Philip Seymour Hoffman,2003
3947,20000,Professor Bright Films,USA,Ben Coccio,Drama,7221,Zero Day,UNRATED,Cal Robertson,2003
3958,1000000,LivePlanet,USA,Efram Potelle,Drama,279282,The Battle of Shaker Heights,PG-13,Shia LaBeouf,2003
3960,29000000,New Line Cinema,USA,Nick Cassavetes,Drama,81001787,The Notebook,PG-13,Gena Rowlands,2004
3961,1200000,Evolution Entertainment,USA,James Wan,Horror,56000369,Saw,R,Cary Elwes,2004
3962,175000000,Warner Bros.,USA,Wolfgang Petersen,Drama,133378256,Troy,R,Brad Pitt,2004
3963,60000000,Touchstone Pictures,USA,M. Night Shyamalan,Drama,114197520,The Village,PG-13,Sigourney Weaver,2004
3964,66000000,Revolution Studios,USA,Guillermo del Toro,Action,59623958,Hellboy,PG-13,Ron Perlman,2004
3965,17000000,Paramount Pictures,USA,Mark Waters,Comedy,86058055,Mean Girls,PG-13,Lindsay Lohan,2004
3966,130000000,Warner Bros.,UK,Alfonso CuarÛn,Adventure,249358727,Harry Potter and the Prisoner of Azkaban,PG,Daniel Radcliffe,2004
3967,92000000,Pixar Animation Studios,USA,Brad Bird,Animation,261441092,The Incredibles,PG,Craig T. Nelson,2004
3968,20000000,Focus Features,USA,Michel Gondry,Drama,34400301,Eternal Sunshine of the Spotless Mind,R,Jim Carrey,2004
3969,125000000,Twentieth Century Fox Film Corporation,USA,Roland Emmerich,Action,186740799,The Day After Tomorrow,PG-13,Dennis Quaid,2004
3970,30000000,Miramax,USA,Quentin Tarantino,Action,66208183,Kill Bill: Vol. 2,R,Uma Thurman,2004
3971,33000000,Lions Gate Films,USA,Jonathan Hensleigh,Action,33682273,The Punisher,R,Thomas Jane,2004
3972,25000000,DreamWorks,USA,Jeff Schaffer,Comedy,17718223,EuroTrip,R,Scott Mechlowicz,2004
3974,160000000,Universal Pictures,USA,Stephen Sommers,Action,120177084,Van Helsing,PG-13,Hugh Jackman,2004
3975,70000000,Warner Bros.,UK,Joel Schumacher,Drama,51268815,The Phantom of the Opera,PG-13,Gerard Butler,2004
3976,25000000,Regency Enterprises,USA,Luke Greenfield,Comedy,14589444,The Girl Next Door,R,Emile Hirsch,2004
3977,37000000,Revolution Studios,USA,Keenen Ivory Wayans,Comedy,70831760,White Chicks,PG-13,Marlon Wayans,2004
3978,5000000,Filmax Group,Spain,Brad Anderson,Drama,1082715,The Machinist,R,Christian Bale,2004
3979,6500000,Bob Yari Productions,USA,Paul Haggis,Crime,54580300,Crash,R,Don Cheadle,2004
3980,400000,Fox Searchlight Pictures,USA,Jared Hess,Comedy,44540956,Napoleon Dynamite,PG,Jon Heder,2004
3982,30000000,Warner Bros.,USA,Clint Eastwood,Drama,100492203,Million Dollar Baby,PG-13,Hilary Swank,2004
3983,13000000,BenderSpink,USA,Eric Bress,Sci-Fi,57938693,The Butterfly Effect,R,Ashton Kutcher,2004
